iter,evals,f_best,f_mean,f_std,gbest_f,x_best
294,11760,9.824409291280e-02,1.023361629390e+00,4.625676939357e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
295,11800,2.851084827893e-02,1.138481617112e+00,4.442875175949e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
296,11840,3.248906051832e-02,1.021586319962e+00,5.002177967384e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
297,11880,2.485105126557e-02,1.060146412323e+00,5.491757230946e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
298,11920,4.574108144614e-02,1.076940218194e+00,4.625491509294e-01,2.160605532257e-02,"[3.1140490254519326, -0.08215176107273336, -0.1619947182846726, 0.03497018377345035, 6.953369053724472]"
299,11960,1.968337711986e-02,1.066844602282e+00,4.522135582977e-01,1.968337711986e-02,"[3.1018110189351553, -0.029338457053422584, -0.1456714432979218, 0.03150882704547491, 6.951885604126715]"
300,12000,2.692612896786e-02,8.602102149136e-01,4.915887305878e-01,1.968337711986e-02,"[3.1018110189351553, -0.029338457053422584, -0.1456714432979218, 0.03150882704547491, 6.951885604126715]"
301,12040,2.298809942024e-02,1.018824436588e+00,5.798495414855e-01,1.968337711986e-02,"[3.1018110189351553, -0.029338457053422584, -0.1456714432979218, 0.03150882704547491, 6.951885604126715]"
302,12080,2.218426860903e-02,9.720483366244e-01,5.219116739558e-01,1.968337711986e-02,"[3.1018110189351553, -0.029338457053422584, -0.1456714432979218, 0.03150882704547491, 6.951885604126715]"
303,12120,2.060242217917e-02,9.303071470576e-01,5.879462566533e-01,1.968337711986e-02,"[3.1018110189351553, -0.029338457053422584, -0.1456714432979218, 0.03150882704547491, 6.951885604126715]"
304,12160,1.927809362792e-02,9.939089764755e-01,6.099121832728e-01,1.927809362792e-02,"[3.0921288667690514, -0.007526713992538875, -0.13226312658241549, 0.031209205406121376, 6.95167053438026]"
305,12200,1.968785325712e-02,1.057037125527e+00,5.416110997144e-01,1.927809362792e-02,"[3.0921288667690514, -0.007526713992538875, -0.13226312658241549, 0.031209205406121376, 6.95167053438026]"
306,12240,1.968605551960e-02,9.612772862679e-01,5.065077961862e-01,1.927809362792e-02,"[3.0921288667690514, -0.007526713992538875, -0.13226312658241549, 0.031209205406121376, 6.95167053438026]"
307,12280,1.988042751653e-02,9.164148018952e-01,6.034981923262e-01,1.927809362792e-02,"[3.0921288667690514, -0.007526713992538875, -0.13226312658241549, 0.031209205406121376, 6.95167053438026]"
308,12320,1.907293940967e-02,9.449723843680e-01,6.340034997209e-01,1.907293940967e-02,"[3.0954402025904093, -0.00254889652429538, -0.13127570502644895, 0.03159348174040529, 6.951651776923695]"
309,12360,1.879203652880e-02,9.949384500193e-01,7.244472162989e-01,1.879203652880e-02,"[3.0971972854151586, -0.02387169430865491, -0.12312671725497748, 0.03161874052149659, 6.951634805222493]"
310,12400,1.874573750380e-02,1.141892541755e+00,6.593373124996e-01,1.874573750380e-02,"[3.098462385048978, -0.03922410871339377, -0.11725944605951802, 0.03163692684388232, 6.951622585597628]"
311,12440,1.742258917236e-02,1.061103983119e+00,8.112800092177e-01,1.742258917236e-02,"[3.1204637152299277, 0.025763979664406356, -0.07705133286672104, 0.09199194398289068, 6.957844007897807]"
312,12480,1.673103650317e-02,9.490896762731e-01,4.786587561320e-01,1.673103650317e-02,"[3.1208540047527826, 0.016234150576542594, -0.0800366481662606, 0.050667547435656456, 6.950798147051274]"
313,12520,1.714895710857e-02,9.153764935499e-01,6.422123291620e-01,1.673103650317e-02,"[3.1208540047527826, 0.016234150576542594, -0.0800366481662606, 0.050667547435656456, 6.950798147051274]"
314,12560,1.593579153994e-02,1.070939112891e+00,7.035922398435e-01,1.593579153994e-02,"[3.120940583281864, -0.009004228450885443, -0.060489065602771896, -0.0017092691045069164, 6.948158141518613]"
315,12600,1.846672315394e-02,1.367744640469e+00,1.367650959894e+00,1.593579153994e-02,"[3.120940583281864, -0.009004228450885443, -0.060489065602771896, -0.0017092691045069164, 6.948158141518613]"
316,12640,1.679356463748e-02,1.035163932621e+00,8.603467814915e-01,1.593579153994e-02,"[3.120940583281864, -0.009004228450885443, -0.060489065602771896, -0.0017092691045069164, 6.948158141518613]"
317,12680,1.620447606230e-02,1.098868693571e+00,6.321684251336e-01,1.593579153994e-02,"[3.120940583281864, -0.009004228450885443, -0.060489065602771896, -0.0017092691045069164, 6.948158141518613]"
318,12720,1.600093885453e-02,1.024056884665e+00,7.733983014080e-01,1.593579153994e-02,"[3.120940583281864, -0.009004228450885443, -0.060489065602771896, -0.0017092691045069164, 6.948158141518613]"
319,12760,1.601581183039e-02,1.181142093013e+00,1.286182069316e+00,1.593579153994e-02,"[3.120940583281864, -0.009004228450885443, -0.060489065602771896, -0.0017092691045069164, 6.948158141518613]"
320,12800,1.664150028288e-02,1.041328608829e+00,9.588696009882e-01,1.593579153994e-02,"[3.120940583281864, -0.009004228450885443, -0.060489065602771896, -0.0017092691045069164, 6.948158141518613]"
321,12840,1.598322897102e-02,1.152497096043e+00,8.481139650021e-01,1.593579153994e-02,"[3.120940583281864, -0.009004228450885443, -0.060489065602771896, -0.0017092691045069164, 6.948158141518613]"
322,12880,1.582992282549e-02,1.279666569050e+00,1.688190998549e+00,1.582992282549e-02,"[3.124408440517659, 0.0037242665988467955, -0.06160897959437606, 0.01933035332350763, 6.957125825424193]"
323,12920,1.597738478720e-02,1.095173494505e+00,6.568537058019e-01,1.582992282549e-02,"[3.124408440517659, 0.0037242665988467955, -0.06160897959437606, 0.01933035332350763, 6.957125825424193]"
324,12960,1.529914426014e-02,1.234639218170e+00,1.374679720525e+00,1.529914426014e-02,"[3.134426964503561, 0.000774175909696688, -0.050918841334568865, 0.006318474909835059, 6.980257049092282]"
325,13000,1.551905824713e-02,1.022941670857e+00,5.891082849568e-01,1.529914426014e-02,"[3.134426964503561, 0.000774175909696688, -0.050918841334568865, 0.006318474909835059, 6.980257049092282]"
326,13040,1.541177939927e-02,1.074270687042e+00,9.483559070287e-01,1.529914426014e-02,"[3.134426964503561, 0.000774175909696688, -0.050918841334568865, 0.006318474909835059, 6.980257049092282]"
327,13080,1.532725029289e-02,9.236669069493e-01,5.502278770362e-01,1.529914426014e-02,"[3.134426964503561, 0.000774175909696688, -0.050918841334568865, 0.006318474909835059, 6.980257049092282]"
328,13120,1.540654721056e-02,1.024850691477e+00,5.644561415364e-01,1.529914426014e-02,"[3.134426964503561, 0.000774175909696688, -0.050918841334568865, 0.006318474909835059, 6.980257049092282]"
329,13160,1.516311578877e-02,1.078265853236e+00,6.473530155557e-01,1.516311578877e-02,"[3.1351593992816187, -0.004583747081688553, -0.04419599477560152, 0.002828753330111098, 6.985721440178008]"
330,13200,1.513574161385e-02,9.545825437204e-01,5.706422480487e-01,1.513574161385e-02,"[3.1358957532239553, -0.013609667964455164, -0.036958188913100445, 0.019333530188142073, 6.988951934014378]"
331,13240,1.519596524977e-02,9.807243337426e-01,5.525817614166e-01,1.513574161385e-02,"[3.1358957532239553, -0.013609667964455164, -0.036958188913100445, 0.019333530188142073, 6.988951934014378]"
332,13280,1.517133878519e-02,8.399091194744e-01,4.838611460815e-01,1.513574161385e-02,"[3.1358957532239553, -0.013609667964455164, -0.036958188913100445, 0.019333530188142073, 6.988951934014378]"
333,13320,1.509148386354e-02,8.221931640010e-01,4.906128803448e-01,1.509148386354e-02,"[3.1355028406159993, -0.010441758678870117, -0.03746641084110154, -0.008261437244559966, 6.987627678136763]"
334,13360,1.533594623316e-02,1.012044891167e+00,6.113972277535e-01,1.509148386354e-02,"[3.1355028406159993, -0.010441758678870117, -0.03746641084110154, -0.008261437244559966, 6.987627678136763]"
335,13400,1.499808067803e-02,7.866018479737e-01,5.226843988560e-01,1.499808067803e-02,"[3.135855083573039, 0.016379047416633506, -0.028424861650562558, -0.0006626359801964118, 6.99507801154658]"
336,13440,1.504193454775e-02,8.340250176205e-01,5.097106821869e-01,1.499808067803e-02,"[3.135855083573039, 0.016379047416633506, -0.028424861650562558, -0.0006626359801964118, 6.99507801154658]"
337,13480,1.491773677206e-02,9.970991512675e-01,5.950594790431e-01,1.491773677206e-02,"[3.1341062023197686, 0.007588142936240744, -0.02544620074135264, 0.0025660607928690293, 7.000581437457362]"
338,13520,1.509320728405e-02,1.045995015906e+00,5.655277758548e-01,1.491773677206e-02,"[3.1341062023197686, 0.007588142936240744, -0.02544620074135264, 0.0025660607928690293, 7.000581437457362]"
339,13560,1.486015823858e-02,9.672217382667e-01,5.391365676900e-01,1.486015823858e-02,"[3.144011674666607, -0.0021132698649715745, -0.019030169118366986, 0.0003530737234578307, 6.99381625418198]"
340,13600,1.493503493484e-02,8.402908313698e-01,5.327779531067e-01,1.486015823858e-02,"[3.144011674666607, -0.0021132698649715745, -0.019030169118366986, 0.0003530737234578307, 6.99381625418198]"
341,13640,1.487554912744e-02,9.318096559348e-01,5.333879899124e-01,1.486015823858e-02,"[3.144011674666607, -0.0021132698649715745, -0.019030169118366986, 0.0003530737234578307, 6.99381625418198]"
342,13680,1.497952821837e-02,8.144862302189e-01,5.044234639832e-01,1.486015823858e-02,"[3.144011674666607, -0.0021132698649715745, -0.019030169118366986, 0.0003530737234578307, 6.99381625418198]"
343,13720,1.486627795389e-02,9.652699722119e-01,5.569170353278e-01,1.486015823858e-02,"[3.144011674666607, -0.0021132698649715745, -0.019030169118366986, 0.0003530737234578307, 6.99381625418198]"
344,13760,1.483887470028e-02,8.056600227163e-01,4.937630752873e-01,1.483887470028e-02,"[3.141975497331664, -0.008603905401668565, -0.006165909127195935, -0.0015515252738402706, 6.987473524103564]"
345,13800,1.484759675120e-02,9.547313643148e-01,5.195353163152e-01,1.483887470028e-02,"[3.141975497331664, -0.008603905401668565, -0.006165909127195935, -0.0015515252738402706, 6.987473524103564]"
346,13840,1.484066578648e-02,8.828269118025e-01,4.967034658083e-01,1.483887470028e-02,"[3.141975497331664, -0.008603905401668565, -0.006165909127195935, -0.0015515252738402706, 6.987473524103564]"
347,13880,1.485972206333e-02,8.578558587711e-01,5.322305169514e-01,1.483887470028e-02,"[3.141975497331664, -0.008603905401668565, -0.006165909127195935, -0.0015515252738402706, 6.987473524103564]"
348,13920,1.484683388695e-02,8.207522034716e-01,5.694007600848e-01,1.483887470028e-02,"[3.141975497331664, -0.008603905401668565, -0.006165909127195935, -0.0015515252738402706, 6.987473524103564]"
349,13960,1.482728088092e-02,8.544309918487e-01,5.468982876300e-01,1.482728088092e-02,"[3.1410212620631417, -0.006851520680736015, -0.005345467104272953, -0.0012924621175881888, 6.987916243435831]"
350,14000,1.482448292566e-02,9.210570410858e-01,5.988671122229e-01,1.482448292566e-02,"[3.1398125312317076, -0.003975913997915279, -0.0024541260846220516, -0.0009846035014391488, 6.985649759253365]"
351,14040,1.482235669287e-02,7.884053791356e-01,6.123446001725e-01,1.482235669287e-02,"[3.138586681245548, -0.0015668876238118436, -0.007220817432269405, -0.00562023155113592, 6.988439125717649]"
352,14080,1.483478799252e-02,1.025432773373e+00,5.722080748275e-01,1.482235669287e-02,"[3.138586681245548, -0.0015668876238118436, -0.007220817432269405, -0.00562023155113592, 6.988439125717649]"
353,14120,1.481176897502e-02,9.314605150053e-01,5.840767221995e-01,1.481176897502e-02,"[3.1399975436332688, -0.004108429203526452, -0.006464807649453545, -0.005295638083935248, 6.991615106646511]"
354,14160,1.480666549498e-02,8.331092375173e-01,5.311386480663e-01,1.480666549498e-02,"[3.141466029108636, -0.005615320177053853, -0.007171795858367008, -0.0068371352185962395, 6.99687533627275]"
355,14200,1.480893742119e-02,9.494235042330e-01,6.130295484185e-01,1.480666549498e-02,"[3.141466029108636, -0.005615320177053853, -0.007171795858367008, -0.0068371352185962395, 6.99687533627275]"
356,14240,1.481165567023e-02,9.883508774601e-01,6.409777648063e-01,1.480666549498e-02,"[3.141466029108636, -0.005615320177053853, -0.007171795858367008, -0.0068371352185962395, 6.99687533627275]"
357,14280,1.480323147435e-02,1.076158016989e+00,5.447298640382e-01,1.480323147435e-02,"[3.141198705898189, -0.004062833250936003, -0.006853040635673766, -0.005922752603569311, 6.995576206727185]"
358,14320,1.479614205861e-02,1.050241438629e+00,5.934883263754e-01,1.479614205861e-02,"[3.1415992970768607, -0.002178521482305692, -0.006831612776106851, -0.00473395425314254, 6.996961533034011]"
359,14360,1.479269483981e-02,8.110376947755e-01,5.182825792325e-01,1.479269483981e-02,"[3.1418877227255044, -0.000821817008891868, -0.006816184717218671, -0.0038780194408352653, 6.997958967974926]"
360,14400,1.479107193161e-02,7.803467363960e-01,5.556697814343e-01,1.479107193161e-02,"[3.142095389192528, 0.00015501021196608522, -0.006805076514819182, -0.0032617463759740273, 6.998677121132384]"
361,14440,1.478680653819e-02,9.751891722075e-01,6.056407708226e-01,1.478680653819e-02,"[3.14301602164496, 0.0008685009988113456, -0.0069339765781625045, 0.0011817754251109746, 7.003392427730715]"
362,14480,1.478703199819e-02,8.581488965580e-01,5.416419012765e-01,1.478680653819e-02,"[3.14301602164496, 0.0008685009988113456, -0.0069339765781625045, 0.0011817754251109746, 7.003392427730715]"
363,14520,1.478886687569e-02,7.652286679897e-01,5.288211917733e-01,1.478680653819e-02,"[3.14301602164496, 0.0008685009988113456, -0.0069339765781625045, 0.0011817754251109746, 7.003392427730715]"
364,14560,1.477990557833e-02,8.789673619814e-01,5.248449147262e-01,1.477990557833e-02,"[3.1426181200021697, 0.0011116194076258423, -0.004161942316789437, 0.0015253557120114532, 7.004777308504335]"
365,14600,1.477907778950e-02,8.786403611368e-01,5.588147549490e-01,1.477907778950e-02,"[3.142717171988454, 0.000992946022842877, -0.00333458228272898, 0.0010426679620466998, 7.004472827458288]"
366,14640,1.477752915934e-02,8.860323321719e-01,5.790732113811e-01,1.477752915934e-02,"[3.1424351759144864, 0.0008959000741095193, -0.0018933200750361296, -0.0019797448729714255, 7.004267302581392]"
367,14680,1.477797134689e-02,8.606709637810e-01,5.777662351043e-01,1.477752915934e-02,"[3.1424351759144864, 0.0008959000741095193, -0.0018933200750361296, -0.0019797448729714255, 7.004267302581392]"
368,14720,1.477655620296e-02,9.032926744770e-01,5.325455131173e-01,1.477655620296e-02,"[3.142125259431966, 0.0012420449750654024, 7.482155365094343e-05, -0.0032324738150011807, 7.005745184655657]"
369,14760,1.477587747202e-02,8.997371007132e-01,4.986171520758e-01,1.477587747202e-02,"[3.1419661768728977, 0.0008909817626496417, 0.0007302504946704381, -0.0028031764173039406, 7.005542645693957]"
370,14800,1.477500833196e-02,9.074967956401e-01,5.686885030764e-01,1.477500833196e-02,"[3.1417252565213043, 0.0007442527042488835, 0.001131595390069187, -0.0019508731656355742, 7.009086794144857]"
371,14840,1.477488507024e-02,9.549548266570e-01,4.900242090705e-01,1.477488507024e-02,"[3.1417665826456225, 0.0005556097337315594, 0.0014952620542437638, -0.0017058637069698101, 7.006110364928358]"
372,14880,1.477457935233e-02,9.303289324369e-01,5.754644053846e-01,1.477457935233e-02,"[3.1417053432006052, 0.0004961330422268706, 0.0017062960141120524, -0.0011383463264954853, 7.006624118974872]"
373,14920,1.477445458308e-02,8.513539777016e-01,5.879496479857e-01,1.477445458308e-02,"[3.1416612508001927, 0.0004533098243434946, 0.0018582404652172202, -0.0007297338125539716, 7.006994021888362]"
374,14960,1.477441417760e-02,8.786861763192e-01,5.617086795571e-01,1.477441417760e-02,"[3.141629504271896, 0.0004224771074674639, 0.001967640470012941, -0.00043553280251608167, 7.0072603519860746]"
375,15000,1.477441070938e-02,8.644391297879e-01,5.775402859411e-01,1.477441070938e-02,"[3.141606646771522, 0.0004002775513167218, 0.00204640847346586, -0.00022370807528880094, 7.007452109656428]"
376,15040,1.477442149562e-02,8.915632397483e-01,5.420223237460e-01,1.477441070938e-02,"[3.141606646771522, 0.0004002775513167218, 0.00204640847346586, -0.00022370807528880094, 7.007452109656428]"
377,15080,1.477445972231e-02,7.368897685948e-01,5.719450267285e-01,1.477441070938e-02,"[3.141606646771522, 0.0004002775513167218, 0.00204640847346586, -0.00022370807528880094, 7.007452109656428]"
378,15120,1.477390120640e-02,8.173726317870e-01,5.903224342415e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
379,15160,1.477408569615e-02,8.713355309070e-01,5.453430017430e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
380,15200,1.477396778502e-02,8.228482621039e-01,5.414306283431e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
381,15240,1.477391127051e-02,8.345760221586e-01,5.997702772919e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
382,15280,1.477435779790e-02,7.746036532458e-01,5.282326316650e-01,1.477390120640e-02,"[3.1415669214017115, 0.001028633907691861, -0.00037607932856006075, -6.753672894047025e-05, 7.006957703714869]"
383,15320,1.477382670863e-02,9.460227506229e-01,5.238867902797e-01,1.477382670863e-02,"[3.141577669615114, 0.0007827526077249356, -0.0005337234128015634, 0.00025906906079859306, 7.007285528190063]"
384,15360,1.477382058505e-02,9.404739195562e-01,6.035060875809e-01,1.477382058505e-02,"[3.141578769934141, 0.0007870863259256391, 3.523921152423981e-05, 0.0004176789127033183, 7.006803270544936]"
385,15400,1.477379624841e-02,9.247350972838e-01,8.458927984644e-01,1.477379624841e-02,"[3.141588941712847, 0.000768096530731783, 0.0001945356298715362, 0.0002030326105983035, 7.0071511726506355]"
386,15440,1.477387625206e-02,8.462454716444e-01,6.715471428132e-01,1.477379624841e-02,"[3.141588941712847, 0.000768096530731783, 0.0001945356298715362, 0.0002030326105983035, 7.0071511726506355]"
387,15480,1.477285291321e-02,9.497458876011e-01,7.088941501592e-01,1.477285291321e-02,"[3.1408039111725587, 0.00030763288353434926, -0.00018255918654054527, 0.0004790794199082502, 7.008199774383112]"
388,15520,1.477260068818e-02,9.178616723510e-01,1.109796917789e+00,1.477260068818e-02,"[3.140397451920503, 0.0002956505042541163, -0.0004283496518492061, 0.0005460066845612921, 7.006723981769234]"
389,15560,1.477256342781e-02,9.529325383954e-01,6.130979701308e-01,1.477256342781e-02,"[3.140556532215561, 0.00015879077032349462, 0.00010245268145139493, 7.94674140856572e-05, 7.007090636134132]"
390,15600,1.477269174032e-02,9.265431582210e-01,7.577762730579e-01,1.477256342781e-02,"[3.140556532215561, 0.00015879077032349462, 0.00010245268145139493, 7.94674140856572e-05, 7.007090636134132]"
391,15640,1.477252628231e-02,8.492486341447e-01,7.134466587779e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
392,15680,1.477271273859e-02,8.964790937419e-01,5.197441094015e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
393,15720,1.477257114148e-02,8.510879248693e-01,6.070573479516e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
394,15760,1.477253199952e-02,9.113934146011e-01,6.605222576382e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
395,15800,1.477252885487e-02,8.396213205120e-01,5.892746504514e-01,1.477252628231e-02,"[3.1402524280514212, 0.0003506918034965141, -0.0004092486432622699, 0.00017923405974790027, 7.006754922953052]"
396,15840,1.477247733329e-02,8.197036196558e-01,6.137601939450e-01,1.477247733329e-02,"[3.1402370678372966, 0.0003329467088426405, -0.0003037783944160445, 0.00011729168763221641, 7.0071647748404695]"
397,15880,1.477250136965e-02,9.153418701650e-01,6.199445030164e-01,1.477247733329e-02,"[3.1402370678372966, 0.0003329467088426405, -0.0003037783944160445, 0.00011729168763221641, 7.0071647748404695]"
398,15920,1.477248624685e-02,8.086949811338e-01,5.966391837178e-01,1.477247733329e-02,"[3.1402370678372966, 0.0003329467088426405, -0.0003037783944160445, 0.00011729168763221641, 7.0071647748404695]"
399,15960,1.477245763353e-02,9.854639288513e-01,6.634274333782e-01,1.477245763353e-02,"[3.139987714455545, 0.0002872927759551711, -0.00032705812811434197, 0.0001287423498907183, 7.00700138918585]"
400,16000,1.477246127481e-02,9.339991783137e-01,6.315666823198e-01,1.477245763353e-02,"[3.139987714455545, 0.0002872927759551711, -0.00032705812811434197, 0.0001287423498907183, 7.00700138918585]"
401,16040,1.477245738919e-02,8.772740805889e-01,6.503088275837e-01,1.477245738919e-02,"[3.1400108321831106, 0.0002865013002446506, -0.0003580215384073328, 0.0001282370265763089, 7.007059887687164]"
402,16080,1.477248633466e-02,8.947989776123e-01,7.009967648028e-01,1.477245738919e-02,"[3.1400108321831106, 0.0002865013002446506, -0.0003580215384073328, 0.0001282370265763089, 7.007059887687164]"
403,16120,1.477244982692e-02,6.870889248161e-01,5.485070848681e-01,1.477244982692e-02,"[3.1401769769285326, 0.00031977602679262587, 8.158594301003346e-05, 0.0001609324806411297, 7.00734498429601]"
404,16160,1.477242958414e-02,7.463527626665e-01,5.866412933966e-01,1.477242958414e-02,"[3.1400370508944766, 0.0002530888824212484, -0.00013858129956923122, 0.00012995453864167255, 7.007360014624528]"
405,16200,1.477243381405e-02,8.847516341195e-01,6.790666895081e-01,1.477242958414e-02,"[3.1400370508944766, 0.0002530888824212484, -0.00013858129956923122, 0.00012995453864167255, 7.007360014624528]"
406,16240,1.477242771119e-02,7.956240184014e-01,6.325633984116e-01,1.477242771119e-02,"[3.1400333324729726, 0.00022324290789876177, -8.234645523228835e-05, 0.0001306961982185252, 7.007500684975622]"
407,16280,1.477243120521e-02,8.703273968568e-01,6.279026243493e-01,1.477242771119e-02,"[3.1400333324729726, 0.00022324290789876177, -8.234645523228835e-05, 0.0001306961982185252, 7.007500684975622]"
408,16320,1.477242875921e-02,8.974483405326e-01,6.233136544510e-01,1.477242771119e-02,"[3.1400333324729726, 0.00022324290789876177, -8.234645523228835e-05, 0.0001306961982185252, 7.007500684975622]"
409,16360,1.477242830100e-02,7.338125497142e-01,5.744796486638e-01,1.477242771119e-02,"[3.1400333324729726, 0.00022324290789876177, -8.234645523228835e-05, 0.0001306961982185252, 7.007500684975622]"
410,16400,1.477242451968e-02,6.797371189240e-01,6.003089301464e-01,1.477242451968e-02,"[3.14003865729208, 0.00021511538367279364, 2.5701960282350474e-05, 0.00013074286044602968, 7.007464508580571]"
411,16440,1.477242257328e-02,7.143639704694e-01,5.833630505910e-01,1.477242257328e-02,"[3.1400474757898835, 0.00021452278543062958, 1.716756179083326e-05, 0.0001307888116492477, 7.007387445591286]"
412,16480,1.477242197248e-02,7.952341147711e-01,6.376350216948e-01,1.477242197248e-02,"[3.140053825108302, 0.00021409611469627146, 1.102279487694087e-05, 0.00013082189651556468, 7.007331960239001]"
413,16520,1.477242195493e-02,7.754054188099e-01,5.852936171766e-01,1.477242195493e-02,"[3.1400583966175635, 0.00021378891176753362, 6.598562698938349e-06, 0.0001308457176193129, 7.007292010785355]"
414,16560,1.477242215746e-02,8.726075046991e-01,6.621342947159e-01,1.477242195493e-02,"[3.1400583966175635, 0.00021378891176753362, 6.598562698938349e-06, 0.0001308457176193129, 7.007292010785355]"
415,16600,1.477242197485e-02,9.389496082415e-01,8.814649456084e-01,1.477242195493e-02,"[3.1400583966175635, 0.00021378891176753362, 6.598562698938349e-06, 0.0001308457176193129, 7.007292010785355]"
416,16640,1.477242028973e-02,8.350477963517e-01,6.003066371334e-01,1.477242028973e-02,"[3.140069297452561, 0.00018370743293524177, -1.416317716319612e-05, 0.00012909391776622716, 7.007391554257347]"
417,16680,1.477242181448e-02,8.538344400851e-01,6.716893317164e-01,1.477242028973e-02,"[3.140069297452561, 0.00018370743293524177, -1.416317716319612e-05, 0.00012909391776622716, 7.007391554257347]"
418,16720,1.477241971971e-02,8.167885648453e-01,6.250717603477e-01,1.477241971971e-02,"[3.140083364904235, 0.0001710063639953817, -1.8352144732080856e-05, 0.00012854128679228472, 7.007380207155898]"
419,16760,1.477241886666e-02,8.164913888579e-01,6.714267530544e-01,1.477241886666e-02,"[3.1400909773426777, 0.0001466964340547569, -3.226627151571592e-05, 0.00012781934353591092, 7.0074056723626255]"
420,16800,1.477241834029e-02,8.159788299987e-01,6.398310666131e-01,1.477241834029e-02,"[3.1400808448470676, 0.00015606148186392561, 5.372551705313199e-05, 0.00012945286976788966, 7.007345698102846]"
421,16840,1.477241579219e-02,8.209749013286e-01,6.736631455584e-01,1.477241579219e-02,"[3.140078820071398, 0.0001186121901425073, 6.513109888216101e-05, 0.000128209409118581, 7.007341012315575]"
422,16880,1.477241620660e-02,8.010059322111e-01,7.020142177854e-01,1.477241579219e-02,"[3.140078820071398, 0.0001186121901425073, 6.513109888216101e-05, 0.000128209409118581, 7.007341012315575]"
423,16920,1.477241387984e-02,8.189486333023e-01,6.413552021737e-01,1.477241387984e-02,"[3.1400468790864613, 9.77858349518064e-05, -0.0001423154346515318, -2.4533231313088072e-05, 7.007307764807303]"
424,16960,1.477241620046e-02,8.528768461948e-01,6.554649799759e-01,1.477241387984e-02,"[3.1400468790864613, 9.77858349518064e-05, -0.0001423154346515318, -2.4533231313088072e-05, 7.007307764807303]"
425,17000,1.477241105491e-02,7.890318303836e-01,6.269917503321e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
426,17040,1.477241476436e-02,7.476295776983e-01,6.033818278260e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
427,17080,1.477241228873e-02,6.678522787940e-01,5.291770589559e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
428,17120,1.477241456494e-02,7.347754068498e-01,6.110120239112e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
429,17160,1.477241180366e-02,8.173286905293e-01,6.119753955334e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
430,17200,1.477241193464e-02,5.397102308724e-01,5.010893807873e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
431,17240,1.477241238144e-02,7.793627785887e-01,6.799495396921e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
432,17280,1.477241243137e-02,7.676391059332e-01,5.791356049865e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
433,17320,1.477241145972e-02,7.339051953323e-01,6.044839617175e-01,1.477241105491e-02,"[3.1400614087461123, 9.477606488680238e-05, 2.273603782962765e-06, 4.333931548812289e-05, 7.007326994852673]"
434,17360,1.477241058658e-02,7.939469991218e-01,6.689358283313e-01,1.477241058658e-02,"[3.140058940488162, 9.104219284791418e-05, 4.803460681238668e-07, -2.1429653083031076e-05, 7.007322933381455]"
